Time (ms),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Temp (°C),Pressure (hPa)
1341792,-8.47,-4.98,-4.75,20.47,1025.85
1341915,-8.51,-4.98,-4.79,20.47,1025.85
1342038,-8.47,-5.02,-4.75,20.48,1025.85
1342160,-8.51,-4.98,-4.79,20.47,1025.85
1342282,-8.47,-4.98,-4.79,20.48,1025.85
1342405,-8.51,-4.98,-4.79,20.48,1025.85
1342528,-8.51,-5.02,-4.82,20.48,1025.85
1342651,-8.47,-4.98,-4.71,20.48,1025.85
1342774,-8.51,-4.98,-4.82,20.48,1025.85
1342897,-8.51,-5.02,-4.82,20.48,1025.85
1343019,-8.47,-4.98,-4.75,20.48,1025.85
1343142,-8.51,-5.02,-4.67,20.48,1025.85
1343264,-8.51,-5.02,-4.82,20.48,1025.85
1343387,-8.47,-5.02,-4.79,20.47,1025.85
1343510,-8.51,-4.98,-4.79,20.47,1025.85
1343633,-8.51,-5.02,-4.71,20.47,1025.85
1343755,-8.47,-5.02,-4.75,20.47,1025.86
1343878,-8.47,-5.02,-4.79,20.47,1025.86
1344001,-8.47,-5.02,-4.82,20.47,1025.86
1344124,-8.47,-5.02,-4.75,20.47,1025.85
1344246,-8.55,-4.98,-4.79,20.47,1025.85
1344369,-8.47,-4.98,-4.82,20.47,1025.85
1344491,-8.51,-5.02,-4.75,20.47,1025.86
1344614,-8.47,-5.02,-4.79,20.47,1025.86
1344737,-8.51,-5.02,-4.75,20.48,1025.87
1344860,-8.47,-5.02,-4.75,20.48,1025.86
1344983,-8.47,-5.02,-4.79,20.48,1025.86
1345106,-8.47,-4.98,-4.75,20.48,1025.86
1345229,-8.47,-5.02,-4.82,20.48,1025.85
1345350,-8.51,-5.02,-4.79,20.48,1025.85
1345473,-8.43,-5.02,-4.75,20.48,1025.85
1345596,-8.47,-4.98,-4.79,20.47,1025.85
1345719,-8.51,-5.02,-4.75,20.48,1025.85
1345842,-8.47,-5.02,-4.75,20.48,1025.85
1345965,-8.55,-5.02,-4.75,20.48,1025.85
1346087,-8.51,-5.02,-4.82,20.48,1025.85
1346210,-8.47,-4.98,-4.75,20.48,1025.85
1346332,-8.51,-5.02,-4.71,20.48,1025.86
1346455,-8.51,-5.02,-4.79,20.48,1025.86
1346578,-8.51,-5.02,-4.79,20.48,1025.86
1346701,-8.47,-5.02,-4.79,20.48,1025.86
1346824,-8.51,-4.98,-4.86,20.48,1025.86
1346946,-8.51,-5.02,-4.71,20.48,1025.87
1347069,-8.51,-4.98,-4.79,20.48,1025.87
1347192,-8.47,-5.02,-4.79,20.48,1025.87
1347314,-8.51,-4.98,-4.82,20.48,1025.87
1347437,-8.47,-5.02,-4.79,20.48,1025.87
1347560,-8.51,-5.02,-4.75,20.48,1025.87
1347682,-8.51,-4.98,-4.79,20.48,1025.87
1347805,-8.51,-4.98,-4.82,20.48,1025.87
1347928,-8.55,-4.98,-4.79,20.48,1025.87
1348051,-8.51,-5.02,-4.75,20.48,1025.87
1348174,-8.43,-5.02,-4.79,20.48,1025.87
1348296,-8.55,-4.98,-4.79,20.48,1025.87
1348418,-8.51,-4.98,-4.75,20.48,1025.87
1348541,-8.51,-5.02,-4.75,20.48,1025.87
1348664,-8.51,-4.98,-4.75,20.48,1025.87
1348787,-8.51,-4.98,-4.71,20.48,1025.87
1348910,-8.47,-5.02,-4.75,20.48,1025.87
1349033,-8.47,-5.02,-4.79,20.48,1025.86
1349156,-8.51,-5.02,-4.79,20.48,1025.86
1349277,-8.47,-4.98,-4.79,20.48,1025.86
1349400,-8.47,-5.02,-4.75,20.48,1025.86
1349523,-8.51,-5.02,-4.79,20.48,1025.86
1349646,-8.55,-4.98,-4.79,20.48,1025.86
1349769,-8.47,-5.02,-4.79,20.48,1025.85
1349892,-8.47,-5.02,-4.71,20.48,1025.85
1350014,-8.51,-5.02,-4.79,20.48,1025.85
1350137,-8.51,-4.98,-4.79,20.48,1025.85
1350259,-8.47,-5.02,-4.79,20.48,1025.85
1350382,-8.51,-5.02,-4.79,20.48,1025.85
1350505,-8.55,-5.02,-4.79,20.48,1025.85
1350628,-8.51,-5.02,-4.79,20.48,1025.85
1350751,-8.51,-5.02,-4.79,20.48,1025.85
1350873,-8.47,-4.98,-4.82,20.48,1025.85
1350996,-8.51,-5.02,-4.79,20.48,1025.85
1351119,-8.47,-5.02,-4.79,20.48,1025.85
1351241,-8.51,-4.98,-4.79,20.48,1025.85
1351364,-8.51,-4.98,-4.75,20.48,1025.85
1351487,-8.51,-5.02,-4.79,20.48,1025.86
1351609,-8.47,-5.02,-4.71,20.48,1025.86
1351732,-8.47,-5.02,-4.79,20.48,1025.85
1351855,-8.47,-5.02,-4.71,20.48,1025.85
1351978,-8.51,-5.02,-4.71,20.48,1025.85
1352101,-8.47,-5.02,-4.79,20.48,1025.85
1352223,-8.51,-4.98,-4.67,20.48,1025.85
1352345,-8.47,-5.02,-4.79,20.48,1025.86
1352468,-8.51,-4.98,-4.75,20.48,1025.87
1352591,-8.51,-5.02,-4.79,20.48,1025.87
1352714,-8.51,-4.98,-4.75,20.48,1025.87
1352837,-8.51,-4.98,-4.75,20.48,1025.87
1352960,-8.55,-4.98,-4.75,20.48,1025.88
1353083,-8.51,-5.02,-4.75,20.48,1025.87
1353204,-8.51,-4.98,-4.75,20.48,1025.87
1353327,-8.47,-4.98,-4.79,20.48,1025.87
1353450,-8.43,-4.98,-4.79,20.48,1025.87
1353573,-8.43,-4.98,-4.75,20.48,1025.87
1353696,-8.51,-4.98,-4.71,20.48,1025.86
1353819,-8.43,-5.02,-4.79,20.48,1025.86
1353941,-8.47,-5.02,-4.79,20.48,1025.86
1354064,-8.47,-4.98,-4.75,20.48,1025.86
1354186,-8.47,-5.02,-4.75,20.48,1025.86
1354309,-8.43,-5.02,-4.79,20.47,1025.86
1354432,-8.51,-5.02,-4.75,20.47,1025.86
1354555,-8.43,-5.02,-4.79,20.47,1025.86
1354678,-8.51,-5.06,-4.82,20.47,1025.86
1354800,-8.51,-5.02,-4.75,20.47,1025.86
1354923,-8.51,-5.02,-4.75,20.47,1025.86
1355046,-8.47,-4.98,-4.82,20.47,1025.86
1355168,-8.47,-4.98,-4.79,20.47,1025.86
1355291,-8.51,-4.94,-4.82,20.47,1025.86
1355414,-8.51,-4.94,-4.75,20.47,1025.86
1355536,-8.51,-4.98,-4.79,20.47,1025.86
1355659,-8.51,-5.02,-4.79,20.47,1025.86
1355782,-8.51,-4.98,-4.71,20.47,1025.85
1355905,-8.55,-4.98,-4.75,20.47,1025.85
1356028,-8.47,-4.98,-4.71,20.47,1025.85
1356150,-8.47,-5.02,-4.79,20.47,1025.86
1356272,-8.51,-4.98,-4.79,20.47,1025.86
1356395,-8.47,-4.98,-4.75,20.47,1025.86
1356518,-8.47,-4.98,-4.71,20.47,1025.86
1356641,-8.55,-4.98,-4.79,20.47,1025.85
1356764,-8.47,-4.98,-4.79,20.47,1025.84
1356887,-8.51,-5.02,-4.82,20.47,1025.84
1357010,-8.55,-4.98,-4.86,20.47,1025.84
1357131,-8.47,-4.94,-4.86,20.47,1025.84
1357254,-8.51,-5.02,-4.75,20.47,1025.83
1357377,-8.51,-4.98,-4.79,20.47,1025.83
1357500,-8.43,-5.02,-4.79,20.47,1025.84
1357623,-8.75,-5.14,-4.82,20.47,1025.84
1357746,-8.47,-4.86,-4.71,20.47,1025.84
1357868,-8.39,-5.06,-4.79,20.47,1025.83
1357991,-8.47,-5.10,-4.79,20.47,1025.83
1358114,-8.71,-5.02,-4.79,20.47,1025.84
1358236,-8.47,-4.94,-4.82,20.47,1025.84
1358359,-8.51,-4.94,-4.71,20.47,1025.84
1358482,-8.59,-4.90,-4.82,20.47,1025.84
1358605,-8.59,-4.90,-4.86,20.47,1025.84
1358727,-8.51,-4.86,-4.90,20.47,1025.84
1358850,-8.63,-4.94,-4.79,20.47,1025.84
1358973,-8.59,-5.26,-4.79,20.47,1025.84
1359096,-8.47,-4.98,-4.90,20.47,1025.84
1359218,-8.39,-5.10,-4.82,20.47,1025.84
1359341,-8.43,-5.26,-4.12,20.47,1025.84
1359463,-8.47,-5.33,-4.31,20.47,1025.84
1359586,-8.24,-5.45,-4.20,20.47,1025.84
1359709,-8.51,-5.26,-4.12,20.47,1025.85
1359832,-8.39,-5.14,-4.63,20.47,1025.85
1359955,-8.32,-5.22,-4.71,20.47,1025.85
1360078,-8.51,-4.59,-4.90,20.47,1025.85
1360199,-8.67,-4.63,-5.14,20.47,1025.85
1360322,-8.51,-4.31,-5.06,20.47,1025.84
1360445,-8.87,-4.20,-5.18,20.47,1025.84
1360568,-8.90,-4.08,-5.33,20.47,1025.84
1360691,-8.71,-4.39,-5.18,20.47,1025.84
1360814,-8.67,-4.47,-4.90,20.47,1025.85
1360937,-8.75,-4.47,-4.82,20.47,1025.85
1361059,-8.71,-4.82,-4.94,20.46,1025.85
1361181,-8.55,-5.02,-4.55,20.46,1025.85
1361304,-8.43,-5.30,-4.43,20.46,1025.85
1361427,-8.43,-5.14,-4.31,20.46,1025.85
1361550,-8.36,-5.30,-4.47,20.46,1025.86
1361673,-8.55,-5.33,-4.24,20.46,1025.86
1361795,-8.28,-5.22,-4.16,20.46,1025.86
1361918,-8.12,-5.18,-4.51,20.46,1025.86
1362041,-8.20,-5.37,-4.43,20.46,1025.86
1362163,-8.83,-4.59,-4.67,20.46,1025.86
1362286,-8.90,-4.75,-4.82,20.46,1025.86
1362409,-8.71,-4.08,-5.02,20.46,1025.85
1362532,-9.10,-4.16,-5.26,20.46,1025.85
1362654,-9.02,-3.22,-5.73,20.46,1025.85
1362777,-9.06,-2.39,-5.88,20.46,1025.85
1362900,-9.49,-2.00,-5.88,20.46,1025.85
1363023,-9.30,-1.61,-5.41,20.46,1025.85
1363145,-9.69,-1.37,-5.96,20.46,1025.85
1363268,-9.02,-2.35,-5.92,20.46,1025.86
1363390,-8.79,-3.22,-5.65,20.46,1025.86
1363513,-7.65,6.12,-3.80,20.46,1025.86
1363635,-8.51,-5.06,-4.47,20.46,1025.86
1363758,-8.47,-5.41,-4.43,20.46,1025.86
1363881,-8.67,-5.22,-4.59,20.46,1025.85
1364004,-8.16,-5.06,-4.16,20.46,1025.85
1364125,-8.55,-5.30,-3.88,20.46,1025.85
1364248,-8.51,-5.22,-3.96,20.46,1025.85
1364371,-8.63,-5.14,-4.16,20.46,1025.86
1364494,-8.83,-4.94,-4.16,20.46,1025.86
1364617,-8.63,-5.02,-4.35,20.46,1025.85
1364740,-8.79,-4.82,-4.43,20.46,1025.86
1364863,-8.83,-4.94,-4.39,20.46,1025.85
1364985,-8.90,-4.75,-4.47,20.46,1025.86
1365107,-8.75,-4.71,-4.51,20.46,1025.86
1365230,-8.83,-4.86,-4.67,20.46,1025.86
1365353,-9.02,-4.35,-4.55,20.46,1025.85
1365476,-8.83,-4.71,-4.39,20.46,1025.85
1365599,-8.71,-4.71,-4.59,20.46,1025.85
1365721,-8.83,-4.71,-4.59,20.46,1025.86
1365844,-8.83,-4.43,-4.55,20.46,1025.85
1365967,-8.83,-4.71,-4.59,20.46,1025.85
1366089,-8.67,-4.86,-4.51,20.46,1025.85
1366212,-8.67,-4.94,-4.43,20.45,1025.84
1366335,-8.55,-5.30,-4.31,20.45,1025.84
1366457,-8.67,-5.06,-4.16,20.45,1025.83
1366580,-8.59,-5.10,-4.31,20.45,1025.83
1366703,-8.67,-5.02,-4.16,20.45,1025.83
1366826,-8.59,-4.82,-4.51,20.45,1025.84
1366949,-8.59,-5.02,-4.63,20.45,1025.83
1367071,-8.87,-4.82,-4.67,20.45,1025.83
1367194,-8.75,-4.71,-4.82,20.45,1025.83
1367316,-8.75,-4.71,-4.71,20.45,1025.83
1367439,-8.67,-4.82,-4.71,20.45,1025.83
1367562,-8.67,-4.79,-4.55,20.45,1025.82
1367685,-8.79,-4.75,-4.31,20.45,1025.83
1367808,-8.75,-4.90,-4.20,20.45,1025.83
1367931,-8.83,-5.02,-4.08,20.45,1025.83
1368052,-8.67,-4.98,-4.12,20.45,1025.83
1368175,-9.06,-4.59,-4.35,20.45,1025.83
1368298,-8.79,-4.94,-4.16,20.45,1025.83
1368421,-8.67,-5.18,-4.16,20.45,1025.83
1368544,-8.98,-4.55,-4.59,20.45,1025.84
1368667,-8.98,-4.47,-4.71,20.45,1025.84
1368790,-9.14,-4.24,-4.63,20.45,1025.84
1368912,-9.22,-4.39,-4.82,20.45,1025.84
1369034,-9.10,-3.57,-5.14,20.45,1025.84
1369157,-9.18,-3.73,-5.26,20.45,1025.84
1369280,-9.10,-3.65,-5.18,20.45,1025.85
1369403,-8.87,-4.08,-5.10,20.45,1025.85
1369526,-8.83,-4.59,-4.75,20.45,1025.85
1369648,-9.02,-4.47,-3.73,20.45,1025.85
1369771,-8.94,-5.10,-3.49,20.45,1025.85
1369894,-8.79,-5.10,-3.73,20.45,1025.85
1370016,-8.47,-5.06,-3.84,20.45,1025.85
1370139,-8.63,-5.14,-3.84,20.45,1025.84
1370262,-8.71,-4.94,-4.16,20.45,1025.84
1370384,-8.75,-4.98,-4.24,20.45,1025.85
1370507,-8.67,-4.90,-4.20,20.45,1025.85
1370630,-8.83,-4.67,-4.20,20.45,1025.85
1370753,-8.94,-4.71,-4.47,20.45,1025.85
1370876,-8.51,-4.47,-4.55,20.45,1025.85
1370998,-8.39,-4.67,-3.88,20.45,1025.85
1371121,-9.69,-3.96,-4.04,20.44,1025.85
1371243,-8.63,-4.59,-4.79,20.44,1025.85
1371366,-9.26,-2.86,-5.69,20.44,1025.85
1371489,-9.10,-3.14,-4.98,20.44,1025.85
1371612,-10.08,-1.88,-5.14,20.44,1025.85
1371736,-9.57,-1.57,-5.84,20.44,1025.86
1371859,-9.49,-0.78,-5.49,20.45,1025.86
1371981,-9.38,-0.31,-4.94,20.45,1025.86
1372103,-10.43,0.04,-4.86,20.45,1025.86
1372226,-9.49,-1.06,-5.10,20.44,1025.85
1372349,-9.14,-1.57,-5.65,20.44,1025.85
1372472,-8.94,-2.75,-5.65,20.44,1025.84
1372595,-8.67,-5.02,-5.18,20.44,1025.84
1372718,-8.71,-4.98,-4.28,20.44,1025.84
1372840,-9.06,-4.35,-4.31,20.44,1025.84
1372963,-8.90,-4.24,-4.79,20.44,1025.84
1373085,-9.06,-4.08,-4.79,20.44,1025.84
1373208,-9.30,-3.92,-4.63,20.44,1025.84
1373331,-9.34,-3.73,-4.71,20.44,1025.85
1373454,-9.10,-3.84,-4.90,20.44,1025.84
1373576,-8.98,-4.04,-4.82,20.44,1025.84
1373699,-9.18,-4.00,-4.98,20.44,1025.84
1373822,-9.34,-3.77,-4.67,20.44,1025.84
1373945,-8.79,-4.75,-4.47,20.44,1025.84
1374067,-8.94,-4.86,-4.08,20.44,1025.84
1374190,-9.10,-4.28,-4.00,20.44,1025.84
1374313,-9.06,-4.51,-4.28,20.43,1025.84
1374435,-8.67,-4.79,-4.20,20.43,1025.84
1374558,-9.22,-4.35,-4.31,20.43,1025.83
1374681,-9.18,-4.43,-4.24,20.43,1025.83
1374804,-9.06,-4.55,-4.16,20.43,1025.83
1374927,-8.98,-4.35,-4.35,20.43,1025.83
1375049,-9.14,-4.39,-4.28,20.43,1025.83
1375171,-9.18,-4.20,-4.31,20.43,1025.83
1375294,-9.18,-4.39,-4.35,20.43,1025.83
1375417,-9.18,-4.79,-4.35,20.43,1025.83
1375540,-9.38,-3.73,-4.71,20.43,1025.83
1375663,-9.49,-3.69,-4.94,20.43,1025.82
1375786,-8.51,-4.94,-4.35,20.43,1025.83
1375908,-9.34,-3.30,-4.86,20.43,1025.83
1376030,-9.14,-4.00,-3.92,20.43,1025.82
1376153,-9.81,-4.20,-4.39,20.43,1025.82
1376276,-8.63,-4.75,-4.12,20.42,1025.82
1376399,-8.75,-5.45,-4.24,20.42,1025.82
1376522,-8.75,-5.41,-4.20,20.42,1025.82
1376645,-8.24,-4.12,-3.49,20.42,1025.82
1376767,-9.38,-3.73,-4.63,20.42,1025.83
1376890,-8.83,-4.24,-4.43,20.42,1025.83
1377012,-9.06,-4.00,-5.06,20.42,1025.83
1377135,-8.51,-4.59,-4.31,20.42,1025.83
1377258,-9.41,-3.92,-4.82,20.42,1025.83
1377381,-9.34,-3.53,-3.96,20.42,1025.83
1377503,-9.61,-3.69,-4.31,20.42,1025.83
1377626,-9.14,-3.96,-4.59,20.42,1025.84
1377749,-9.10,-4.35,-4.39,20.42,1025.84
1377872,-8.98,-4.35,-4.43,20.42,1025.84
1377994,-8.71,-4.55,-4.16,20.42,1025.84
1378117,-9.22,-4.51,-4.31,20.42,1025.85
1378240,-8.94,-4.75,-4.08,20.42,1025.85
1378362,-8.55,-4.55,-3.92,20.42,1025.84
1378485,-8.71,-3.77,-4.47,20.42,1025.84
1378608,-8.98,-4.28,-4.51,20.42,1025.85
1378731,-8.87,-4.12,-4.24,20.42,1025.85
1378854,-9.26,-4.16,-4.82,20.42,1025.84
1378976,-9.10,-3.22,-5.30,20.42,1025.85
1379098,-9.02,-1.49,-7.18,20.42,1025.84
1379221,-9.61,-0.43,-6.32,20.42,1025.84
1379344,-11.26,-1.80,-4.55,20.42,1025.84
1379468,-8.87,2.31,-5.06,20.42,1025.85
1379590,-11.41,0.47,-3.37,20.42,1025.86
1379713,-10.83,2.28,-6.75,20.42,1025.85
1379835,-9.96,-1.29,-3.45,20.42,1025.85
1379957,-8.36,-0.08,-3.10,20.42,1025.85
1380080,-11.77,-2.24,-3.10,20.42,1025.86
1380204,-11.73,-1.73,-2.63,20.42,1025.86
1380328,-11.69,-1.41,-3.02,20.42,1025.86
1380452,-10.87,-1.41,-3.49,20.42,1025.86
1380576,-9.69,-1.57,-3.22,20.41,1025.86
1380698,-9.26,-1.14,-2.63,20.41,1025.86
1380821,-9.49,-2.35,-3.02,20.41,1025.86
1381091,-9.92,-1.45,-3.22,20.41,1025.85
1381214,-10.32,-1.77,-4.31,20.41,1025.85
1381338,-10.94,-0.43,-2.98,20.41,1025.86
1384404,-7.34,-1.33,-3.33,20.39,1025.84
1384527,-10.75,-1.53,-2.94,20.40,1025.84
1384650,-12.12,-2.12,-4.31,20.39,1025.83
1384774,-10.28,-2.51,-2.86,20.40,1025.83
1384898,-10.20,-1.10,-2.59,20.39,1025.83
1385021,-11.06,-2.20,-2.63,20.39,1025.83
1385145,-12.32,0.31,-1.45,20.39,1025.83
1385268,-10.08,-1.84,-1.80,20.39,1025.83
1385392,-6.20,-1.88,-2.79,20.39,1025.83
1385515,-13.61,-2.86,-4.20,20.39,1025.83
1385639,-16.83,-3.10,-3.26,20.39,1025.83
1385763,-10.43,-2.12,-3.88,20.39,1025.84
1385885,-7.14,-1.29,-4.24,20.39,1025.84
1386008,-12.16,-2.51,-4.12,20.39,1025.85
1386132,-10.75,-1.45,-2.82,20.39,1025.85
1386256,-12.36,-1.33,-2.47,20.39,1025.86
1386380,-14.24,-2.12,-4.94,20.39,1025.86
1386504,-9.96,-1.49,-2.04,20.39,1025.86
1386627,-9.18,-2.08,-2.79,20.39,1025.86
1386749,-10.12,-2.16,-3.61,20.39,1025.86
1386873,-10.51,-1.33,-2.75,20.39,1025.85
1386996,-10.71,-3.18,-3.22,20.39,1025.86
1387120,-11.18,-0.98,-3.92,20.39,1025.85
1387244,-13.22,-2.67,-3.41,20.39,1025.86
1387368,-9.22,-2.47,-3.18,20.39,1025.86
1387490,-9.49,-3.53,-1.73,20.39,1025.86
1387613,-10.63,-2.28,-3.33,20.39,1025.86
1387737,-9.38,-2.43,-4.47,20.39,1025.86
1387860,-8.08,3.80,8.32,20.39,1025.86
1387981,-11.45,-3.30,-4.55,20.39,1025.86
1388990,-8.75,-2.31,-3.69,20.39,1025.84
1389113,-10.00,-3.30,-4.35,20.38,1025.84
1389237,-9.81,-2.16,-5.10,20.38,1025.84
1389360,-10.67,-2.00,-4.71,20.38,1025.85
1389483,-10.75,-2.31,-4.04,20.38,1025.85
1389607,-9.92,-1.33,-3.77,20.38,1025.85
1389730,-10.71,-1.53,-3.37,20.38,1025.85
1389853,-11.10,-2.67,-3.37,20.38,1025.85
1389977,-9.92,-1.80,-3.61,20.38,1025.85
1390100,-10.36,-1.61,-2.98,20.38,1025.85
1390224,-10.00,-1.26,-2.94,20.38,1025.85
1390347,-10.24,-2.24,-3.18,20.38,1025.86
1390471,-9.92,-1.22,-3.02,20.38,1025.86
1390594,-11.10,-2.24,-3.06,20.38,1025.85
1390718,-10.00,-1.61,-2.86,20.38,1025.85
1390842,-10.20,-2.12,-2.43,20.38,1025.85
1390965,-6.90,-0.82,-1.73,20.38,1025.85
1391088,-14.87,-0.08,-4.94,20.38,1025.85
1391211,-8.63,-0.98,-0.75,20.38,1025.85
1391334,-10.90,-2.43,-1.65,20.38,1025.85
1391458,-9.81,-0.08,-1.06,20.38,1025.85
1391581,-11.81,-3.26,-4.55,20.38,1025.85
1391705,-7.34,-3.53,-3.61,20.38,1025.85
1391828,-8.28,-7.22,-5.61,20.38,1025.85
1391950,-9.10,-2.39,-5.88,20.38,1025.85
1392072,-10.59,-3.92,-3.02,20.38,1025.85
1392196,-11.30,-0.98,-3.88,20.38,1025.85
1396325,-11.10,-1.88,-2.98,20.36,1025.85
1396449,-10.20,-1.53,-2.67,20.37,1025.86
1396573,-9.18,-1.88,-2.67,20.37,1025.86
1396696,-11.26,-2.51,-3.69,20.37,1025.86
1396820,-10.98,-1.26,-3.37,20.37,1025.86
1396944,-9.02,-1.49,0.55,20.37,1025.87
1397064,-10.55,-2.16,-3.18,20.37,1025.87
1397188,-11.38,-1.84,-3.02,20.37,1025.87
1397312,-10.00,-1.49,-3.61,20.37,1025.87
1397436,-9.73,-2.20,-2.82,20.37,1025.87
1397559,-9.96,-2.98,-1.84,20.37,1025.87
1397682,-9.53,-2.39,-2.16,20.37,1025.87
1397804,-10.20,-2.20,-3.10,20.37,1025.87
1397928,-10.43,-1.96,-3.30,20.37,1025.87
1406046,-11.73,0.31,-6.35,20.35,1025.97
1406169,-9.34,-0.63,-5.30,20.35,1025.97
1406292,-11.18,0.82,-8.79,20.35,1025.98
1406415,-16.44,0.24,-7.73,20.35,1025.98
1406537,-0.27,2.51,-4.24,20.35,1025.98
1406658,-16.79,-0.16,-5.14,20.35,1025.98
1406782,-7.37,-1.84,-2.86,20.35,1025.97
1406905,-10.51,-7.88,-9.10,20.35,1025.96
1407029,-3.61,-1.77,-3.53,20.35,1025.96
1407152,-9.92,-1.84,-3.37,20.35,1025.96
1407275,-19.46,-2.86,-9.45,20.35,1025.95
1407399,5.88,-8.51,-2.31,20.35,1025.95
1407519,-3.80,-6.83,-5.14,20.35,1025.96
1407642,-1.41,-7.02,-11.14,20.35,1025.96
1407766,-5.53,-11.06,-9.41,20.34,1025.96
1407890,-0.78,-5.49,-4.94,20.34,1025.97
1408013,2.24,-10.24,-2.59,20.34,1025.97
1408136,2.67,-7.18,-1.88,20.34,1025.97
1408257,-3.80,-12.83,-5.06,20.34,1025.97
1408381,1.45,1.02,-4.47,20.34,1025.97
1408501,-2.90,1.41,-1.96,20.34,1025.96
Time (ms),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Temp (°C),Pressure (hPa)
4,-10.90,2.20,6.51,19.79,1026.02
104,-10.47,-1.88,1.37,19.92,1026.10
204,-10.51,-3.02,-3.92,19.93,1026.09
322,-11.26,-3.49,-3.22,19.96,1026.09
442,-6.24,-5.65,-8.51,19.99,1026.08
560,-10.16,-0.63,-3.37,20.02,1026.07
680,-10.36,-2.47,-2.59,20.05,1026.07
799,-11.30,-1.41,-3.33,20.07,1026.07
919,-10.59,0.59,-4.59,20.09,1026.07
1038,-11.81,2.31,-3.73,20.11,1026.07
1157,-12.91,-1.22,-3.02,20.13,1026.08
1278,-11.49,-1.88,-5.06,20.14,1026.07
1398,-9.30,-1.22,-3.77,20.16,1026.07
1518,-10.12,-1.33,-4.16,20.16,1026.07
1639,-6.28,-2.75,-4.71,20.17,1026.06
1759,-8.47,-4.39,-3.22,20.18,1026.06
1878,-12.51,-6.28,-0.63,20.19,1026.05
1998,-10.75,-6.67,-8.32,20.19,1026.06
2119,-12.87,-6.20,-13.45,20.20,1026.06
2241,-5.61,-5.10,-12.28,20.20,1026.05
2362,-7.14,0.59,-10.87,20.20,1026.05
2482,-5.26,20.04,3.41,20.20,1026.05
2600,-11.06,-0.90,-8.55,20.21,1026.04
2720,-12.32,-4.31,-9.61,20.21,1026.04
2841,-9.06,-3.92,-2.90,20.21,1026.04
2961,-9.26,2.28,1.61,20.21,1026.04
3079,-11.57,-3.02,-5.53,20.22,1026.04
3199,-19.81,-7.45,0.24,20.22,1026.04
3318,-14.75,-5.10,-3.96,20.22,1026.05
3439,-8.36,0.71,-2.12,20.22,1026.05
3558,-4.47,0.08,-0.67,20.22,1026.05
3677,-9.49,-5.33,0.00,20.22,1026.05
3794,-12.79,-7.73,0.47,20.22,1026.05
Time (ms),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Temp (°C),Pressure (hPa)
4,-10.90,-1.84,-5.26,20.20,1026.08
104,-8.90,1.61,-2.55,20.18,1026.08
205,-8.39,4.67,-1.84,20.18,1026.07
320,-13.61,4.86,-2.55,20.19,1026.08
439,-9.61,1.06,-5.22,20.19,1026.07
557,-10.36,2.24,-1.45,20.20,1026.07
675,-12.91,-2.08,-1.14,20.20,1026.07
794,-9.61,-0.78,-1.65,20.20,1026.07
913,-7.10,0.08,-2.20,20.21,1026.07
1031,-11.65,-0.24,-3.26,20.21,1026.07
1152,-12.75,-0.39,-3.26,20.21,1026.08
1272,-9.45,-0.75,-1.88,20.21,1026.08
1391,-10.83,-18.48,16.20,20.21,1026.08
1513,-18.20,-3.06,-5.65,20.21,1026.07
1634,-9.73,-1.41,-3.45,20.22,1026.08
1754,1.96,-2.28,-8.87,20.22,1026.07
1872,-10.63,-3.41,-2.98,20.22,1026.07
1992,-19.22,-6.90,-6.67,20.22,1026.07
2113,-6.94,-1.92,-2.04,20.22,1026.06
2233,-5.26,-0.31,-2.08,20.22,1026.06
Time (ms),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Temp (°C),Pressure (hPa)
5,-6.59,-6.47,-7.26,20.20,1026.09
104,-4.63,2.04,-5.73,20.18,1026.10
204,-11.22,-2.90,-3.33,20.18,1026.10
322,-16.79,-3.61,-3.77,20.19,1026.10
441,-9.53,2.16,-0.20,20.19,1026.10
559,-14.87,1.06,-1.57,20.20,1026.10
678,-9.96,-2.86,-5.77,20.20,1026.10
797,-10.55,-0.94,-4.12,20.20,1026.10
916,-9.14,-2.20,-3.30,20.21,1026.10
1034,-11.22,-1.26,-2.82,20.21,1026.10
1155,-11.81,-1.10,-2.00,20.21,1026.10
1276,-10.51,-1.65,-4.28,20.21,1026.10
1397,-10.43,-0.63,-2.00,20.21,1026.10
1517,-10.40,-1.77,-2.63,20.22,1026.11
1637,-8.59,0.12,-3.53,20.22,1026.11
1756,-9.53,-1.29,-2.51,20.22,1026.10
1876,-13.65,-0.82,-4.47,20.22,1026.10
1997,-13.38,-2.35,-3.57,20.22,1026.10
2117,-8.87,-0.31,-1.92,20.22,1026.10
2236,-7.65,-0.98,-2.39,20.22,1026.10
2356,-10.12,-1.92,-2.86,20.22,1026.10
2477,-11.81,0.12,-2.55,20.22,1026.10
2597,-10.90,-2.39,-3.22,20.22,1026.10
2718,-9.92,0.00,-2.67,20.22,1026.10
2835,-10.32,-1.65,-2.82,20.22,1026.10
2956,-10.71,-2.75,-2.86,20.22,1026.10
3077,-11.57,-1.41,-2.51,20.22,1026.10
3198,-10.12,-2.00,-1.92,20.22,1026.10
3319,-10.59,-2.08,-2.28,20.22,1026.10
